car_name,driven_km,fuel_type,transmission,ownership,manufacture,engine_cc,seats,km_per_cc,cc_per_seat,price_dollar
3197,Maruti Swift Dzire VXI,80000.0,Petrol,Manual,2nd Owner,2013,1197.0,5,67.10494357100784,239.0,6420.0
3198,Honda City 1.5 V AT,105685.0,Petrol,Automatic,2nd Owner,2010,1497.0,5,70.77878632541214,299.0,4720.0
3199,Maruti Alto 800 LXI,68000.0,Petrol,Manual,1st Owner,2014,1248.0,5,54.307116398650486,249.0,4430.0
3200,Mercedes-Benz C-Class C 220 CDI Avantgarde,37000.0,Diesel,Automatic,2nd Owner,2015,1086.0,5,33.998198399861074,217.0,35040.0
3201,Mercedes-Benz GLE 300d,13000.0,Diesel,Automatic,1st Owner,2021,1968.0,5,6.732775506913134,393.0,55070.0
3202,Honda Civic 1.8 S AT,100000.0,Petrol,Automatic,4th Owner,2006,1173.0,5,85.42338014365903,234.0,3970.0
3203,Mercedes-Benz S-Class S 300,151374.0,Petrol,Automatic,1st Owner,2011,1498.0,5,100.74507935463338,299.0,23020.0
3204,Hyundai Xcent 1.1 CRDi Base,60000.0,Diesel,Manual,1st Owner,2015,1086.0,5,54.782372905933606,217.0,6200.0
3205,Maruti Swift VXi BSIV,90000.0,Petrol,Manual,3rd Owner,2008,1586.0,5,57.2253537712274,317.0,3190.0
3206,Tata Hexa XTA,90000.0,Diesel,Automatic,1st Owner,2017,1598.0,5,56.210714416283224,319.0,19430.0
3207,Renault KWID Climber 1.0 AMT,13800.0,Petrol,Automatic,1st Owner,2020,1198.0,5,11.060112821771916,239.0,6590.0
3208,Renault KWID RXT Optional,26457.0,Petrol,Manual,3rd Owner,2018,2967.0,5,9.226911678561027,593.0,4900.0
3209,Volkswagen Vento Petrol Comfortline,81426.0,Petrol,Manual,2nd Owner,2013,1591.0,5,50.72462997970509,318.0,4970.0
3210,Mini 3 DOOR Cooper S,4200.0,Petrol,Automatic,2nd Owner,2018,1197.0,5,3.6179176094517818,239.0,43070.0
3211,Audi A6 3.0 TDI Quattro Premium Plus,68000.0,Diesel,Automatic,2nd Owner,2013,1796.0,5,38.299180060079905,359.0,21670.0
3212,Hyundai Verna 1.6 SX VTVT,96384.0,Petrol,Manual,1st Owner,2011,1497.0,7,64.63542821952116,213.0,5980.0
3213,Chevrolet Sail LS ABS,76800.0,Diesel,Manual,1st Owner,2013,999.0,5,77.07023712831183,199.0,9990.0
3214,Ford Ikon 1.3 Flair,80044.0,Petrol,Manual,1st Owner,2009,1197.0,5,66.56308146171894,239.0,2920.0
3215,Kia Seltos GTX Plus AT D,27305.0,Diesel,Automatic,1st Owner,2021,1493.0,5,18.198856207659084,298.0,32760.0
3216,Maruti Alto 800 LXI,53000.0,Petrol,Manual,1st Owner,2016,796.0,5,66.44834408207831,159.0,5180.0
3217,Maruti Omni E MPI STD BSIV,70000.0,Petrol,Manual,1st Owner,2018,1498.0,5,46.39697489546597,299.0,4150.0
3218,Hyundai i20 Sportz 1.2,47654.0,Petrol,Manual,2nd Owner,2015,1396.0,7,34.170088899507206,199.0,5830.0
3219,BMW 7 Series 730Ld,9329.0,Diesel,Automatic,1st Owner,2013,1498.0,5,5.739623327856384,299.0,36200.0
3220,Mercedes-Benz B Class B180 Sports,67000.0,Petrol,Automatic,2nd Owner,2013,1998.0,5,33.99557916841573,399.0,25010.0
3221,Maruti Alto K10 VXI,38137.0,Petrol,Manual,1st Owner,2016,1197.0,5,31.59759639631799,239.0,4440.0
3222,Hyundai Getz GLS,40000.0,Petrol,Manual,2nd Owner,2005,799.0,5,49.96820940677653,159.0,3110.0
3223,Maruti Alto 800 LXI,26562.0,Petrol,Manual,1st Owner,2017,1199.0,5,22.22174525061337,239.0,4480.0
3224,BMW 2 Series 220i M Sport,18000.0,Petrol,Automatic,1st Owner,2021,1998.0,5,9.352400143708007,399.0,41870.0
3225,Maruti Ciaz VXi,90623.0,Petrol,Manual,1st Owner,2014,2755.0,7,33.00475383108028,393.0,9010.0
3226,Honda Jazz 1.2 E i VTEC,100000.0,Petrol,Manual,2nd Owner,2015,1591.0,5,62.60728841060768,318.0,5510.0
3227,Jeep Compass 2.0 Sport,63641.0,Diesel,Manual,2nd Owner,2018,1248.0,7,51.28240501122614,178.0,22640.0
3228,Renault KWID RXT Optional,28691.0,Petrol,Manual,1st Owner,2018,1591.0,5,17.69072816305055,318.0,5110.0
3229,Honda Brio S MT,79000.0,Petrol,Manual,1st Owner,2012,1199.0,5,66.22930945390254,239.0,4440.0
3230,Nissan Micra Active XV Petrol,25000.0,Petrol,Manual,1st Owner,2018,2179.0,5,11.533288704177991,435.0,5720.0
3231,Land Rover Range Rover Evoque 2.0 TD4 SE,81000.0,Diesel,Automatic,2nd Owner,2016,1498.0,5,53.91423656330868,299.0,25260.0
3232,Mercedes-Benz C-Class 200 K AT,90000.0,Petrol,Automatic,2nd Owner,2008,2143.0,5,42.27703483332931,428.0,11330.0
3233,Hyundai Verna SX CRDi AT,72229.0,Diesel,Automatic,1st Owner,2014,1461.0,7,49.25330976683306,208.0,6910.0
3234,Hyundai Creta 1.6 SX Automatic Diesel,40000.0,Diesel,Automatic,1st Owner,2018,998.0,5,40.23128309204182,199.0,25210.0
3235,Mercedes-Benz C-Class Progressive C 200,17000.0,Petrol,Automatic,1st Owner,2018,1799.0,7,9.273734051063872,257.0,40190.0
3236,Maruti Swift Dzire VDI,124628.0,Diesel,Manual,2nd Owner,2012,999.0,5,124.68502069442683,199.0,4720.0
3237,Volvo XC60 Inscription D5 BSIV,13000.0,Diesel,Automatic,1st Owner,2019,1086.0,5,11.681242908943021,217.0,47560.0
3238,Hyundai i20 Sportz 1.4 CRDi,90000.0,Diesel,Manual,1st Owner,2016,998.0,5,90.03705515445897,199.0,7320.0
3239,Renault KWID 1.0 RXT Optional AT 2016-2019,20987.0,Petrol,Automatic,1st Owner,2018,998.0,5,21.266840663002956,199.0,4940.0
3240,Hyundai Verna VTVT 1.6 SX Option,88650.0,Petrol,Manual,2nd Owner,2018,1198.0,5,74.34662352344965,239.0,10410.0
3241,Skoda Rapid 1.0 TSI Rider,6233.0,Petrol,Manual,1st Owner,2021,1197.0,5,5.653981309322188,239.0,9600.0
3242,Volkswagen Polo 1.5 TDI Highline,124908.0,Diesel,Manual,1st Owner,2016,1248.0,5,100.39111241451165,249.0,6110.0
3243,Hyundai Verna 1.6 CRDI AT SX Option,75000.0,Diesel,Automatic,1st Owner,2017,1591.0,5,46.85561657437407,318.0,15480.0
3244,Mahindra Scorpio S3 7 Seater,17001.0,Diesel,Manual,1st Owner,2019,1248.0,7,13.520262564986187,178.0,13390.0
3245,Datsun RediGO AMT 1.0 T Option,15000.0,Petrol,Automatic,1st Owner,2018,1995.0,5,7.494978865041212,399.0,4880.0
3246,BMW 3 Series Luxury Edition,9200.0,Diesel,Automatic,1st Owner,2020,2755.0,7,3.1131708998659393,393.0,43600.0
3247,Tata Sumo CX,400000.0,Diesel,Manual,1st Owner,2012,799.0,5,500.981895021762,159.0,3980.0
3248,Maruti Alto K10 VXI,34851.0,Petrol,Manual,2nd Owner,2017,998.0,5,35.38040854951401,199.0,4860.0
3249,Volkswagen Polo Petrol Trendline 1.2L,52186.0,Petrol,Manual,1st Owner,2012,1248.0,5,41.91698121007514,249.0,4560.0
3250,Mahindra XUV500 W8 2WD,116509.0,Diesel,Manual,2nd Owner,2012,2894.0,4,39.85509711297255,723.0,6320.0
3251,MG Hector Sharp DCT,40000.0,Petrol,Automatic,1st Owner,2021,1248.0,5,31.946733064749413,249.0,31310.0
3252,Honda Jazz 1.5 VX i DTEC,110000.0,Diesel,Manual,2nd Owner,2016,1047.0,5,105.04115844970846,209.0,7240.0
3253,Tata Harrier XZ,66000.0,Diesel,Manual,1st Owner,2019,995.0,7,66.55873463341892,142.0,26930.0
3254,Renault KWID 1.0 RXT Optional,32875.0,Petrol,Manual,1st Owner,2018,1198.0,5,27.084186389765442,239.0,5180.0
3255,Maruti Ertiga BSIV VXI,57407.0,Petrol,Manual,1st Owner,2018,2494.0,5,23.25133198599643,498.0,9370.0
3256,Mercedes-Benz C-Class C 220d,4000.0,Diesel,Automatic,1st Owner,2022,1353.0,5,3.3622659933156185,270.0,49710.0
3257,Skoda Superb Style 1.8 TSI AT,54000.0,Petrol,Automatic,1st Owner,2017,1248.0,5,43.47959491196721,249.0,35050.0
3258,BMW X3 xDrive20d xLine,63170.0,Diesel,Automatic,1st Owner,2017,1995.0,5,31.945527123455115,399.0,41840.0
3259,Maruti Swift VDI Optional,90000.0,Diesel,Manual,2nd Owner,2015,1956.0,5,46.20710797685297,391.0,5440.0
3260,Toyota Innova 2.5 GX (Diesel) 7 Seater,83474.0,Diesel,Manual,2nd Owner,2014,1198.0,8,69.81205501278734,149.0,10220.0
3261,Mercedes-Benz C-Class Progressive C 200,11000.0,Petrol,Automatic,1st Owner,2021,1595.0,5,6.886034806878387,319.0,45010.0
3262,Honda City Edge Edition SV,20000.0,Petrol,Manual,1st Owner,2019,1950.0,5,10.073717260262393,390.0,13350.0
3263,Tata Tigor 1.05 Revotorq XT,58000.0,Diesel,Manual,1st Owner,2018,1198.0,5,48.28864134478125,239.0,7010.0
3264,Mercedes-Benz GLS 400d 4MATIC,15000.0,Diesel,Automatic,2nd Owner,2020,1197.0,7,12.211311972650195,171.0,58320.0
3265,Maruti Alto LX,50000.0,Petrol,Manual,2nd Owner,2002,1497.0,5,33.8471331052064,299.0,2630.0
3266,Maruti Swift VXI,80000.0,Petrol,Manual,2nd Owner,2013,1498.0,5,53.82654055879745,299.0,5550.0
3267,Volvo S60 D4 SUMMUM,36000.0,Diesel,Automatic,1st Owner,2015,2698.0,5,12.93740359089571,539.0,35340.0
3268,Volkswagen Polo 1.2 MPI Highline,69414.0,Petrol,Manual,1st Owner,2016,1199.0,5,58.082522012537275,239.0,6890.0
3269,Hyundai i20 Magna Plus BSIV,25890.0,Petrol,Manual,1st Owner,2019,1598.0,5,16.137421447649814,319.0,7500.0
3270,Hyundai Grand i10 1.2 Kappa Sportz BSIV,74334.0,Petrol,Manual,1st Owner,2018,796.0,5,93.36883395778864,159.0,6260.0
3271,Hyundai Verna S Plus Diesel,25000.0,Diesel,Manual,1st Owner,2020,1248.0,5,19.988818873628137,249.0,20170.0
3272,Mercedes-Benz G G63 AMG,47000.0,Petrol,Automatic,2nd Owner,2017,1950.0,5,24.05891194140004,390.0,59160.0
3273,Skoda Octavia Elegance 2.0 TDI AT,75000.0,Diesel,Automatic,1st Owner,2015,1798.0,5,41.98029475500651,359.0,30230.0
3274,Renault KWID 1.0 AMT RXT,45200.0,Petrol,Automatic,2nd Owner,2016,2993.0,5,14.970946722645014,598.0,4770.0
3275,Honda Amaze SX i-VTEC,50000.0,Petrol,Manual,3rd Owner,2016,1498.0,7,33.34166137444586,214.0,6490.0
3276,Land Rover Range Rover Vogue SE 4.4 SDV8,87002.0,Diesel,Automatic,2nd Owner,2013,1248.0,5,70.120071858903,249.0,40100.0
3277,Honda City S,53234.0,Petrol,Manual,2nd Owner,2013,1061.0,7,50.62194804095103,151.0,5330.0
3278,Mercedes-Benz E-Class E250 CDI,79000.0,Diesel,Automatic,1st Owner,2013,2979.0,7,26.522733219022456,425.0,27080.0
3279,Hyundai i20 Magna,127936.0,Petrol,Manual,1st Owner,2013,1197.0,5,106.87047566950542,239.0,4560.0
3280,Hyundai Creta 1.6 CRDi SX,99000.0,Diesel,Manual,1st Owner,2017,1197.0,5,82.76832721451436,239.0,21410.0
3281,Hyundai Grand i10 Sportz,50185.0,Petrol,Manual,1st Owner,2015,1497.0,5,33.9374400456731,299.0,5550.0
3282,Maruti Swift Dzire VDI,93000.0,Diesel,Manual,2nd Owner,2015,1199.0,5,77.64969305668093,239.0,4740.0
3283,Renault KWID Climber 1.0 AMT BSIV,30000.0,Petrol,Automatic,1st Owner,2019,0.0,5,,0.0,6390.0
3284,Maruti Alto K10 LXI CNG,50000.0,Cng,Manual,1st Owner,2014,1248.0,5,40.380763945556254,249.0,4090.0
3285,Maruti Wagon R LXI BS IV,41347.0,Petrol,Manual,1st Owner,2015,998.0,5,41.48699987855929,199.0,4560.0
3286,Mahindra XUV500 AT W10 FWD,59432.0,Diesel,Automatic,1st Owner,2017,1598.0,7,37.00177575673614,228.0,27120.0
3287,Ford Endeavour 3.0 4x4 Thunder Plus,210000.0,Diesel,Manual,1st Owner,2008,1197.0,5,175.19900255838735,239.0,7660.0
3288,Hyundai Verna 1.6 SX CRDI (O) AT,88777.0,Diesel,Automatic,2nd Owner,2015,1461.0,5,60.539564303966046,292.0,7220.0
3289,Honda City 1.5 S MT,149232.0,Petrol,Manual,1st Owner,2010,1598.0,5,93.29332449280062,319.0,4510.0
3290,Ford Ecosport 1.5 Diesel Titanium Plus,43000.0,Diesel,Manual,1st Owner,2016,1196.0,5,36.14897740922385,239.0,6980.0
3291,Renault Scala Diesel RxZ,67000.0,Diesel,Manual,4th Owner,2013,1248.0,5,53.37282735319928,249.0,4760.0
3292,Skoda Fabia 1.2 MPI Ambiente,94679.0,Petrol,Manual,5th Owner,2010,1248.0,5,76.1303203748332,249.0,3170.0
3293,Volvo V40 Cross Country D3,50000.0,Diesel,Automatic,2nd Owner,2014,1997.0,5,25.139078759568488,399.0,25330.0
3294,Maruti Alto LXi BSIII,78759.0,Petrol,Manual,1st Owner,2007,1086.0,5,72.95885964285745,217.0,2830.0
3295,Maruti Swift Dzire VXI,40000.0,Petrol,Manual,1st Owner,2015,998.0,8,40.53635415459546,124.0,6170.0
3296,Skoda Rapid Ultima 1.6 MPI AT Elegance,29500.0,Petrol,Automatic,1st Owner,2013,1493.0,7,19.370266955252763,213.0,9200.0
3297,MG Hector Sharp DCT,29827.0,Petrol,Automatic,2nd Owner,2019,1968.0,5,15.093709077348644,393.0,30380.0
3298,Toyota Camry Hybrid,50000.0,Electric,Automatic,1st Owner,2015,,7,,,35890.0
3299,Hyundai Grand i10 CRDi Sportz,61893.0,Diesel,Manual,2nd Owner,2017,2499.0,5,24.518781771534723,499.0,5890.0
3300,Hyundai Creta 1.6 CRDi SX,66518.0,Diesel,Manual,2nd Owner,2019,1582.0,5,42.35963170559215,316.0,21770.0
3301,BMW 3 Series 320d Luxury Line,35000.0,Diesel,Automatic,1st Owner,2017,2179.0,7,15.859430133840881,311.0,39010.0
3302,Volkswagen Polo Diesel Trendline 1.2L,64000.0,Diesel,Manual,1st Owner,2011,1199.0,5,53.76779699496069,239.0,5070.0
3303,Hyundai i20 1.4 Asta,96805.0,Diesel,Manual,1st Owner,2017,998.0,5,97.00419918232025,199.0,7570.0
3304,Hyundai Grand i10 1.2 Kappa Sportz BSIV,32126.0,Petrol,Manual,1st Owner,2019,1998.0,5,16.121476852530826,399.0,6670.0
3305,Jeep Compass 2.0 Limited Plus AT,32365.0,Diesel,Automatic,1st Owner,2020,1497.0,5,21.99247950600623,299.0,35620.0
3306,Volkswagen Polo Diesel Highline 1.2L,100000.0,Diesel,Manual,2nd Owner,2013,624.0,5,159.99897417964385,124.0,4180.0
3307,Land Rover Discovery Sport TD4 HSE,120000.0,Diesel,Automatic,1st Owner,2016,2995.0,5,39.92458892574714,599.0,38060.0
3308,Honda Amaze E i-VTEC,95989.0,Petrol,Manual,3rd Owner,2016,2400.0,5,40.15023428723907,480.0,4530.0
3309,Ford Figo Petrol ZXI,54910.0,Petrol,Manual,1st Owner,2011,1197.0,5,46.34392755157348,239.0,3590.0
3310,Hyundai Grand i10 Nios Magna Corp Edition,38985.0,Petrol,Manual,2nd Owner,2020,1197.0,5,32.43486721856845,239.0,7650.0
3311,Maruti Alto 800 VXI,21321.0,Petrol,Manual,1st Owner,2018,1997.0,5,10.450847225785258,399.0,5520.0
3312,Maruti Alto 800 LXI,29353.0,Petrol,Manual,1st Owner,2019,1451.0,5,20.2798510020451,290.0,5050.0
3313,Honda Amaze SX i-DTEC,182628.0,Diesel,Manual,1st Owner,2016,1197.0,5,153.06926921329207,239.0,5330.0
3314,Toyota Glanza G,40252.0,Petrol,Manual,1st Owner,2020,1582.0,5,25.91361792367756,316.0,8060.0
3315,Audi Q3 2.0 TDI,60000.0,Diesel,Automatic,3rd Owner,2014,1950.0,5,30.745380086930005,390.0,27430.0
3316,Maruti Celerio VXI CNG Optional BSIV,55362.0,Cng,Manual,1st Owner,2017,999.0,5,55.84183486194297,199.0,6240.0
3317,Tata Indigo LX BSIV,100000.0,Diesel,Manual,1st Owner,2012,1997.0,5,49.768820912340054,399.0,3790.0
3318,Maruti Swift Dzire VXI,112160.0,Petrol,Manual,1st Owner,2013,1462.0,5,76.89410641963426,292.0,5430.0
3319,Maruti Ertiga VXI,69305.0,Petrol,Manual,1st Owner,2021,1248.0,7,55.97486142280347,178.0,11900.0
3320,BMW 6 Series GT 630i Luxury Line 2018-2021,20800.0,Petrol,Automatic,1st Owner,2019,1086.0,5,19.17026871163281,217.0,46720.0
3321,Kia Sonet HTX Turbo iMT,14067.0,Petrol,Manual,1st Owner,2021,1462.0,5,9.21452253141591,292.0,20020.0
3322,Volvo S90 D4 Inscription BSIV,20000.0,Diesel,Automatic,1st Owner,2018,1950.0,5,9.832286474362123,390.0,43720.0
3323,Renault KWID RXT,50000.0,Petrol,Manual,1st Owner,2018,2523.0,5,20.276683137027185,504.0,4310.0
3324,Maruti Swift VXI,22543.0,Petrol,Manual,3rd Owner,2011,1451.0,5,15.774910057647846,290.0,4120.0
3325,Hyundai i10 Sportz,60162.0,Petrol,Manual,1st Owner,2013,799.0,5,74.85679140793748,159.0,4460.0
3326,Hyundai Creta 1.6 SX Automatic Diesel,36000.0,Diesel,Automatic,2nd Owner,2020,1396.0,5,25.544382211370795,279.0,27760.0
3327,Tata Nano Lx BSIV,100000.0,Petrol,Manual,1st Owner,2012,2179.0,5,46.313672673196166,435.0,2500.0
3328,Maruti Baleno 1.2 Delta,70346.0,Petrol,Manual,1st Owner,2015,1198.0,5,58.49618154179673,239.0,7300.0
3329,Maruti Baleno 1.3 Alpha,45879.0,Diesel,Manual,1st Owner,2016,1248.0,5,37.04791235575503,249.0,9610.0
3330,Mercedes-Benz CLA 200 CDI Style,56000.0,Diesel,Automatic,2nd Owner,2015,1498.0,5,37.559310441413906,299.0,30180.0
3331,Honda City i-DTEC VX,210870.0,Diesel,Manual,1st Owner,2017,1193.0,5,176.941358153715,238.0,10270.0
3332,Land Rover Freelander 2 HSE,71000.0,Diesel,Automatic,1st Owner,2014,2487.0,5,28.736070445106183,497.0,26920.0
3333,Maruti Alto K10 VXI AMT,50000.0,Petrol,Automatic,1st Owner,2015,2993.0,5,16.84182275425954,598.0,5070.0
3334,BMW 3 Series 320d Sport,8000.0,Diesel,Automatic,1st Owner,2020,2925.0,5,2.3931252454487826,585.0,43780.0
3335,Jeep Compass 2.0 Limited Plus BSIV,22000.0,Diesel,Manual,1st Owner,2019,796.0,5,27.50753218118721,159.0,28630.0
3336,Maruti Ciaz ZDi Plus SHVS,133053.0,Diesel,Manual,1st Owner,2016,1198.0,5,111.29382138772456,239.0,6670.0
3337,Mahindra XUV500 W6 2WD,121645.0,Diesel,Manual,2nd Owner,2016,1197.0,5,101.51548048892303,239.0,8060.0
3338,Maruti Wagon R VXI BS IV,77989.0,Petrol,Manual,1st Owner,2011,1197.0,5,65.43556736853344,239.0,3700.0
3339,Mahindra XUV500 W8 FWD,100000.0,Diesel,Manual,2nd Owner,2014,1496.0,5,67.33954903511355,299.0,7980.0
3340,Hyundai i10 Sportz 1.1L,20000.0,Petrol,Manual,1st Owner,2014,1197.0,4,16.426815170396036,299.0,5710.0
3341,Mahindra Bolero SLE,100000.0,Diesel,Manual,1st Owner,2010,1396.0,5,71.25764372136045,279.0,4780.0
3342,Mercedes-Benz C-Class Progressive C 220d,24000.0,Diesel,Automatic,2nd Owner,2020,1991.0,5,12.136198458431966,398.0,41500.0
3343,BMW 7 Series 730Ld Sedan,69000.0,Diesel,Automatic,2nd Owner,2010,2993.0,5,23.410565766315315,598.0,35980.0
3344,Tata Indigo GLX BS III,48863.0,Petrol,Manual,1st Owner,2010,1364.0,5,36.290855580965214,272.0,2940.0
3345,Mercedes-Benz E-Class E250 CDI Avantgrade,80228.0,Diesel,Automatic,2nd Owner,2014,1498.0,5,53.439217122761235,299.0,33710.0
3346,Land Rover Discovery Sport TD4 HSE 7S,38000.0,Diesel,Automatic,1st Owner,2020,1197.0,5,31.85623960105888,239.0,45720.0
3347,Hyundai Grand i10 1.2 Kappa Era,45000.0,Petrol,Manual,1st Owner,2019,1197.0,5,37.30708590520958,239.0,6290.0
3348,Maruti Swift VDI,86593.0,Diesel,Manual,2nd Owner,2012,1197.0,4,72.42064792650389,299.0,4640.0
3349,Mahindra XUV500 W6 2WD,31188.0,Diesel,Manual,1st Owner,2015,1998.0,5,16.07559139091478,399.0,8810.0
3350,Hyundai i10 Era,80000.0,Petrol,Manual,3rd Owner,2009,2967.0,7,26.972925955536663,423.0,4120.0
3351,Maruti Eeco 5 Seater AC BSIV,126761.0,Petrol,Manual,2nd Owner,2013,1498.0,5,84.4772364667222,299.0,3870.0
3352,Maruti Celerio VXI CNG BSIV,84346.0,Cng,Manual,1st Owner,2018,1968.0,5,42.96686730994379,393.0,5970.0
3353,Maruti Swift RS VDI,100000.0,Diesel,Manual,1st Owner,2014,1461.0,5,68.1313033372695,292.0,5680.0
3354,Audi A4 30 TFSI Technology,27000.0,Petrol,Automatic,2nd Owner,2018,1498.0,5,17.69349968508245,299.0,39290.0
3355,Mercedes-Benz E-Class E 200 CGI,52000.0,Petrol,Automatic,2nd Owner,2013,1197.0,5,43.00047099429141,239.0,28740.0
3356,Land Rover Range Rover Evoque 2.0 R-Dynamic SE Diesel,18100.0,Diesel,Automatic,1st Owner,2020,2143.0,5,8.573027897339122,428.0,51800.0
3357,Maruti Swift VDI,53297.0,Diesel,Manual,1st Owner,2018,1999.0,5,26.926040754711927,399.0,7430.0
3358,Maruti Swift Dzire VXI 1.2,43334.0,Petrol,Manual,1st Owner,2017,1248.0,5,34.72077923895469,249.0,7170.0
3359,Audi RS7 4.0 TFSI,11500.0,Petrol,Automatic,1st Owner,2020,2179.0,5,4.917428544918676,435.0,62970.0
3360,Maruti Swift Dzire VXI,55325.0,Petrol,Manual,1st Owner,2015,2179.0,5,25.853391679777257,435.0,5560.0
3361,Hyundai i20 1.2 Spotz,37965.0,Petrol,Manual,1st Owner,2017,1197.0,5,31.41302708305949,239.0,7620.0
3362,Ford Ecosport 1.5 Petrol Titanium AT,50000.0,Petrol,Automatic,1st Owner,2016,1496.0,5,33.65585984978701,299.0,8990.0
3363,Land Rover Discovery Sport TD4 HSE 7S,38000.0,Diesel,Automatic,1st Owner,2020,1799.0,5,21.543403001969992,359.0,45690.0
3364,Nissan Micra Active XV S,76018.0,Petrol,Manual,1st Owner,2016,1591.0,5,47.8340166216477,318.0,5050.0
3365,Maruti Wagon R LXI BS IV,69843.0,Petrol,Manual,2nd Owner,2014,1197.0,5,58.6318255769324,239.0,4450.0
3366,Hyundai i20 Magna 1.4 CRDi (Diesel),100000.0,Diesel,Manual,2nd Owner,2012,1248.0,5,80.32214014380858,249.0,4950.0
3367,Volkswagen Vento 1.5 TDI Highline Plus,55000.0,Diesel,Manual,1st Owner,2017,1461.0,5,37.98131017000808,292.0,12390.0
3368,Chevrolet Sail Hatchback 1.2 LS,30000.0,Petrol,Manual,1st Owner,2017,1998.0,5,14.6136909322249,399.0,5400.0
3369,Audi Q7 45 TDI Quattro Technology,65000.0,Diesel,Automatic,1st Owner,2017,2982.0,5,22.268412183745642,596.0,44160.0
3370,Hyundai Venue SX Diesel,14801.0,Diesel,Manual,1st Owner,2020,998.0,5,14.985218452245215,199.0,19110.0
3371,Tata Nexon 1.5 Revotorq XM,102732.0,Diesel,Manual,1st Owner,2018,1248.0,5,82.33230798233723,249.0,7960.0
3372,Tata Harrier XT,50000.0,Diesel,Manual,1st Owner,2020,1061.0,5,46.79098225420677,212.0,27360.0
3373,Maruti Ciaz ZXi,85000.0,Petrol,Manual,1st Owner,2015,1197.0,5,70.81061704855813,239.0,8000.0
3374,Skoda Kushaq 1.0 TSI Style,8267.0,Petrol,Manual,1st Owner,2022,1496.0,5,5.47546167048059,299.0,29000.0
3375,Maruti Swift Dzire VXI,75963.0,Petrol,Manual,3rd Owner,2012,2494.0,5,30.59666804478437,498.0,4630.0
3376,Maruti Ciaz ZDi Plus SHVS,47000.0,Diesel,Manual,1st Owner,2016,1248.0,5,37.99407922611594,249.0,9800.0
3377,Maruti Ciaz ZXi,89982.0,Petrol,Manual,2nd Owner,2015,1198.0,5,74.7621541940595,239.0,6590.0
3378,Jeep Compass 2.0 Limited Option 4X4,37000.0,Diesel,Manual,1st Owner,2017,1591.0,5,22.833343295797665,318.0,31180.0
3379,Volvo XC60 D5 Summum,126553.0,Diesel,Automatic,1st Owner,2013,999.0,7,126.97708143916074,142.0,29490.0
3380,Maruti Zen Estilo VXI BSIII,18322.0,Petrol,Manual,1st Owner,2008,1396.0,5,13.282628575507964,279.0,3140.0
3381,Mahindra XUV500 W7 BSIV,45407.0,Diesel,Manual,2nd Owner,2018,2179.0,7,20.97800321588496,311.0,21340.0
3382,Renault Scala Diesel RxZ,6400.0,Diesel,Manual,2nd Owner,2013,1197.0,7,5.626234911750242,171.0,4300.0
3383,Hyundai i20 Sportz Petrol,82818.0,Petrol,Manual,2nd Owner,2010,1197.0,5,68.7963333885009,239.0,4220.0
3384,Maruti Alto K10 VXI,50000.0,Petrol,Manual,3rd Owner,2018,2179.0,8,23.41245706088856,272.0,4670.0
3385,Lexus NX 300h Luxury,48000.0,Petrol,Automatic,1st Owner,2019,1995.0,5,23.95450247918779,399.0,45520.0
3386,Toyota Fortuner 2.7 2WD AT,20000.0,Petrol,Automatic,1st Owner,2020,2987.0,5,6.834225396583965,597.0,40060.0
3387,Volkswagen Vento 1.5 TDI Highline BSIV,58000.0,Diesel,Manual,1st Owner,2019,1498.0,5,38.53588994611567,299.0,14530.0
3388,MG Hector Plus Sharp Diesel MT,53449.0,Diesel,Manual,1st Owner,2021,1199.0,5,44.58690588863784,239.0,32380.0
3389,Hyundai Grand i10 AT Asta,64836.0,Petrol,Automatic,1st Owner,2015,1197.0,5,54.1797097505923,239.0,6350.0
3390,Ford Ecosport 1.5 Petrol Ambiente BSIV,26339.0,Petrol,Manual,3rd Owner,2018,1248.0,8,21.469988454319182,156.0,7570.0
3391,Toyota Innova 2.5 GX 7 STR,79718.0,Diesel,Manual,1st Owner,2009,1248.0,5,63.88585017266726,249.0,7980.0
3392,Maruti Swift VXI,18008.0,Petrol,Manual,1st Owner,2022,2179.0,5,8.594494412811397,435.0,8220.0
3393,Tata New Safari DICOR 2.2 EX 4x2,35383.0,Diesel,Manual,1st Owner,2014,1798.0,5,19.41031576273767,359.0,6790.0
3394,Ford Ecosport 1.0 Ecoboost Titanium,80769.0,Petrol,Manual,2nd Owner,2015,1197.0,5,67.52483438944954,239.0,6400.0
3395,Honda WR-V i-VTEC S,39283.0,Petrol,Manual,1st Owner,2017,1591.0,5,24.92165094724,318.0,7540.0
3396,Maruti Alto K10 VXI,21285.0,Petrol,Manual,2nd Owner,2017,2523.0,5,8.433956973340539,504.0,4580.0
3397,Toyota Etios 2014-2016 V,20241.0,Petrol,Manual,1st Owner,2015,1497.0,5,13.909523767496388,299.0,5830.0
3398,Hyundai i20 1.4 Sportz,79385.0,Diesel,Manual,2nd Owner,2018,1956.0,5,40.54109524242897,391.0,9140.0
3399,Hyundai i20 Sportz 1.4 CRDi,90000.0,Diesel,Manual,1st Owner,2012,1197.0,5,74.98932498814624,239.0,5240.0
3400,Maruti Ciaz Alpha Automatic BSIV,24311.0,Petrol,Automatic,1st Owner,2019,2179.0,5,11.048949047674855,435.0,13380.0
